cluster_id	n_words	words
3411	2	विकिपीडियालाई विकिपीडियासँग
3412	2	प्रकटिकरण प्रमाणिकरण
3413	2	सशस्त्र सहस्त्र
3414	2	दारेगौंडा दुलेगौंडा
3415	2	वाइवाइमा वाइवाइले
3416	2	उपराष्ट्रपतिको उपराष्ट्रपतिमा
3417	2	इन्सपेक्टरकी इन्सपेक्टरको
3418	2	अध्यायहरूको अध्यायहरूमा
3419	2	जोएल ज्वेल
3420	2	भ्रष्ट भ्रष्टै
3421	2	हुनसकेका हुनसकेको
3422	2	जिम्मेवारीका जिम्मेवारीको
3423	2	गोलप्रति गोलाप्रथा
3424	2	भिमसेन भीमसेन
3425	2	हुनुभयो हुनेथियो
3426	2	रोमाञ्चक रोमान्टिक
3427	2	वर्गीकरणबाट वर्गीकरणलाई
3428	2	क्रियाशीलता क्षमाशीलता
3429	2	धर्मशास्त्रको धर्मशास्त्रमा
3430	2	गजलकार गजुरीटार
3431	2	छवटा छविका
3432	2	हप्काई हप्काए
3433	2	कुर्कुच्चाको कुर्कुच्चामा
3434	2	दशकदेखि दशकपछि
3435	2	भूभागको भूभागमा
3436	2	शुक्लपक्षको शुक्लपक्षमा
3437	2	विश्वकपदेखि विश्वकपपछि
3438	2	थिइनन् थिएनन्
3439	2	आरक्षण आरक्षित
3440	2	वाममोर्चाका वाममोर्चाको
3441	2	महासचिवबाट महासचिवलाई
3442	2	शुद्धता शुद्धीको
3443	2	डाँडिगुराँसे डाडीगुराँसे
3444	2	भट्टराईबाट भट्टराईलाई
3445	2	५०५ ५२२
3446	2	घनिष्ट घनिष्ठ
3447	2	संसद्को संसद्ले
3448	2	दिसम्बरको देशान्तरको
3449	2	म्यनेजमेन्ट म्यानेजमेन्ट
3450	2	प्रत्ययका प्रत्येकको
3451	2	भित्र्याएका भित्र्याएको
3452	2	थालिसकेका थालिसकेको
3453	2	अभिनेत्रीका अभिनेत्रीको
3454	2	डाँगीबारी डिहीबारी
3455	2	लड्नेहरूलाई लाभ्रेहरूलाई
3456	2	घरपूजा घरभाडा
3457	2	बाल्यकालताका बाल्यकालदेखि
3458	2	अभियुक्तलाई अभिवक्तालाई
3459	2	त्यसकारणले त्यसैकारणले
3460	2	जनसाङ्खिक जलरङ्कको
3461	2	अस्तित्वमाथि अस्तित्ववादी
3462	2	जानुहुने जानुहोला
3463	2	पञ्चायत पाञ्चायन
3464	2	भइसक्नुभएका भइसक्नुभएको
3465	2	धर्मावलम्बी धर्मावलम्वी
3466	2	मृग मृत
3467	2	सरकारहरूद्वारा सेनापतिहरूद्वारा
3468	2	र्यालीको र्यालीमा
3469	2	पर्नुभएको पर्नुभएन
3470	2	अवस्थित अवस्थीत
3471	2	दाहसंस्कारपछि दाहसंस्कारहरू
3472	2	कुपोषण कुपोषित
3473	2	आवश्यकतामाथि आवश्यकताहरू
3474	2	नगर्नाले नगर्नेले
3475	2	समाजप्रतिको साधकप्रतिको
3476	2	खपत खाँचित
3477	2	इमान्दार इमान्दारी
3478	2	सुशोभित सुसूचित
3479	2	अर्कोपट्टि अर्कोपट्टी
3480	2	अघाएर अटाएर
3481	2	रियायत रियासत
3482	2	आन्दोलन आन्दोलित
3483	2	फेलाइट फैलाउन
3484	2	तयारीलाई तिवारीलाई
3485	2	अन्तरङ्ग अन्तरिक्ष
3486	2	परित्यागका परित्यागको
3487	2	नमाजपश्चात् निधनपश्चात
3488	2	मियागका मियागपा
3489	2	गर्मीयामको गर्मीयाममा
3490	2	आफूतिर आमातिर
3491	2	८७६ ८७७
3492	2	सङ्ख्याहरूका सङ्ख्याहरूमा
3493	2	चाँदीसँग चेलीसँग
3494	2	शब्द शव्द
3495	2	अपनाइनेछ अपानाइनेछ
3496	2	दिनुहुँदैछ दिनुहुनेछ
3497	2	सिन्धुलीगढी सिन्धुलीमाढी
3498	2	निस्कन्छन् निस्किन्छन्
3499	2	दिर्बुङ दुर्लुङ
3500	2	कागजातहरू कारखानाहरू
3501	2	दार्जिलिङदेखि दार्जीलिङदेखि
3502	2	हल्लाउँदा हल्लाउँदै
3503	2	देउरालीको देउरालीमा
3504	2	देवस्थल देवीस्थान
3505	2	थलोबाट थुनबाट
3506	2	साझेदारीको साझेदारीले
3507	2	हाउस्टन ह्युस्टन
3508	2	दुरुकाजी दूरगामी
3509	2	नजरबन्दको नजरबन्दमा
3510	2	तत्त्वका तत्त्वको
3511	2	ताजमहलको ताजमहलमा
3512	2	पूर्णिमादेखि पूर्णिमापछि
3513	2	द्वारहरू द्विपहरू
3514	2	इकाइहरू इसाईहरू
3515	2	भनेअनुसार भाषाअनुसार
